2,www.google.com
3,microsoft.com
4,netflix.com
5,cloud.netflix.com
6,prod.cloud.netflix.com
7,data.microsoft.com
8,ftl.netflix.com
9,prod.ftl.netflix.com
10,nrdp.prod.cloud.netflix.com
11,events.data.microsoft.com
12,safebrowsing.googleapis.com
13,live.com
14,doubleclick.net
15,nrdp-ipv6.prod.ftl.netflix.com
16,g.doubleclick.net
17,windowsupdate.com
18,apple.com
19,ctldl.windowsupdate.com
20,clientservices.googleapis.com
21,netflix.net
22,partner.netflix.net
23,prod.partner.netflix.net
24,preapp.prod.partner.netflix.net
25,googleusercontent.com
26,google-analytics.com
27,play.google.com
28,microsoftonline.com
29,login.microsoftonline.com
30,facebook.com
31,www.googleapis.com
32,settings-win.data.microsoft.com
33,amazonaws.com
34,bing.com
35,www.google-analytics.com
36,officeapps.live.com
37,office.com
38,update.googleapis.com
39,googleads.g.doubleclick.net
40,fonts.googleapis.com
41,self.events.data.microsoft.com
42,digicert.com
43,office365.com
44,icloud.com
45,lencr.org
46,itunes.apple.com
47,skype.com
48,mtalk.google.com
49,ocsp.digicert.com
50,akadns.net
51,googletagmanager.com
52,www.googletagmanager.com
53,outlook.office365.com
54,com.akadns.net
55,ls.apple.com
56,youtube.com
57,nexusrules.officeapps.live.com
58,apple-dns.net
59,akamaiedge.net
60,mp.microsoft.com
61,optimizationguide-pa.googleapis.com
62,fe.apple-dns.net
63,clients4.google.com
64,office.net
65,content-autofill.googleapis.com
66,ichnaea.netflix.com
67,teams.microsoft.com
68,msn.com
69,www.bing.com
70,smartscreen-prod.microsoft.com
71,lh3.googleusercontent.com
72,gateway.icloud.com
73,adservice.google.com
74,gateway.fe.apple-dns.net
75,stats.g.doubleclick.net
76,edge.microsoft.com
77,accounts.google.com
78,aaplimg.com
79,play.googleapis.com
80,outlook.office.com
81,init.itunes.apple.com
82,login.live.com
83,edge.skype.com
84,config.teams.microsoft.com
85,config.edge.skype.com
86,prod.netflix.com
87,push.prod.netflix.com
88,googlesyndication.com
89,push.apple.com
90,g.aaplimg.com
91,msedge.net
92,v10.events.data.microsoft.com
93,c.lencr.org
94,x1.c.lencr.org
95,www.youtube.com
96,apis.google.com
97,clients6.google.com
98,graph.microsoft.com
99,pki.goog
100,yahoo.com
101,dsp.mp.microsoft.com
102,substrate.office.com
103,pagead2.googlesyndication.com
104,ocsp.pki.goog
105,time.apple.com
106,windows.net
107,app-measurement.com
108,do.dsp.mp.microsoft.com
109,prod.do.dsp.mp.microsoft.com
110,www.facebook.com
111,ytimg.com
112,i.ytimg.com
113,sharepoint.com
114,cdn.office.net
115,roaming.officeapps.live.com
116,aria.microsoft.com
117,pipe.aria.microsoft.com
118,gvt1.com
119,ecs.office.com
120,dsce9.akamaiedge.net
121,opendns.com
122,presence.teams.microsoft.com
123,windows.com
124,docs.google.com
125,cloudflare.com
126,business.bing.com
127,api.msn.com
128,graph.facebook.com
129,edgedl.me.gvt1.com
130,me.gvt1.com
131,browser.pipe.aria.microsoft.com
132,outlook.com
133,googleadservices.com
134,teams.events.data.microsoft.com
135,time.g.aaplimg.com
136,smartscreen.microsoft.com
137,clients2.google.com
138,assets.msn.com
139,bag.itunes.apple.com
140,tpc.googlesyndication.com
141,ogs.google.com
142,lh5.googleusercontent.com
143,facebook.net
144,connect.facebook.net
145,e673.dsce9.akamaiedge.net
146,weather-data.apple.com
147,scorecardresearch.com
148,signaler-pa.clients6.google.com
149,measure.office.com
150,gvt2.com
151,sb.scorecardresearch.com
152,amazon.com
153,fp.measure.office.com
154,ic3.events.data.microsoft.com
155,akamai.net
156,core.windows.net
157,configuration.ls.apple.com
158,www.googleadservices.com
159,delve.office.com
160,ess.apple.com
161,gsp-ssl.ls.apple.com
162,loki.delve.office.com
163,instagram.com
164,blob.core.windows.net
165,gcp.gvt2.com
166,activity.windows.com
167,res.office365.com
168,mesu.apple.com
169,trouter.teams.microsoft.com
170,upload.fp.measure.office.com
171,addons-pa.clients6.google.com
172,fbcdn.net
173,beacons.gcp.gvt2.com
174,storage.live.com
175,ad.doubleclick.net
176,adnxs.com
177,googlevideo.com
178,smoot.apple.com
179,demdex.net
180,r4.res.office365.com
181,mail.google.com
182,safebrowsing.google.com
183,iphone-ld.apple.com
184,googletagservices.com
185,www.googletagservices.com
186,gs-loc.apple.com
187,itunes-apple.com.akadns.net
188,ocsp2.apple.com
189,amazon-adsystem.com
190,akamaized.net
191,securepubads.g.doubleclick.net
192,apple.com.akadns.net
193,nr-data.net
194,delivery.mp.microsoft.com
195,twitter.com
196,safebrowsing.apple
197,clients3.google.com
198,ggpht.com
199,dpm.demdex.net
200,cdnjs.cloudflare.com
201,msg.teams.microsoft.com
202,ng.msg.teams.microsoft.com
203,amazontrust.com
204,xx.fbcdn.net
205,guzzoni.apple.com
206,bam.nr-data.net
207,azure.com
208,clients.google.com
209,android.clients.google.com
210,id.google.com
211,msftconnecttest.com
212,ib.adnxs.com
213,rubiconproject.com
214,cm.g.doubleclick.net
215,pubmatic.com
216,officeclient.microsoft.com
217,enterprise.activity.windows.com
218,arc.msn.com
219,adsrvr.org
220,xp.apple.com
221,yt3.ggpht.com
222,rlcdn.com
223,linkedin.com
224,casalemedia.com
225,update.microsoft.com
226,edge-mqtt.facebook.com
227,fpc.msedge.net
228,analytics.yahoo.com
229,init.push.apple.com
230,v20.events.data.microsoft.com
231,beacons.gvt2.com
232,www.msftconnecttest.com
233,ls-apple.com.akadns.net
234,browser.events.data.microsoft.com
235,sca1b.amazontrust.com
236,measure.office.net
237,l.google.com
238,c10r.facebook.com
239,manage.microsoft.com
240,odc.officeapps.live.com
241,nel.measure.office.net
242,weather-edge.apple.com
243,ocsp.sca1b.amazontrust.com
244,osi.office.net
245,web.facebook.com
246,checkappexec.microsoft.com
247,c.bing.com
248,gsp85-ssl.ls.apple.com
249,android.googleapis.com
250,weather.microsoft.com
251,2mdn.net
252,fe3cr.delivery.mp.microsoft.com
253,bidswitch.net
254,origin-apple.com.akadns.net
255,snapchat.com
256,newrelic.com
257,amer.ng.msg.teams.microsoft.com
258,criteo.com
259,nrdp52-appboot.netflix.com
260,jnn-pa.googleapis.com
261,3lift.com
262,peoplestackwebexperiments-pa.clients6.google.com
263,go.microsoft.com
264,openx.net
265,s0.2mdn.net
266,azureedge.net
267,ssl.google-analytics.com
268,tile-service.weather.microsoft.com
269,fastly.net
270,aa.google.com
271,pancake.apple.com
272,protection.outlook.com
273,www.microsoft.com
274,safeframe.googlesyndication.com
275,peoplestack-pa.clients6.google.com
276,ade.googlesyndication.com
277,umbrella.com
278,ocws.officeapps.live.com
279,launchdarkly.com
280,dns.opendns.com
281,whatsapp.net
282,ups.analytics.yahoo.com
283,sentry.io
284,safesearch.googleapis.com
285,dns.umbrella.com
286,graph.instagram.com
287,x.bidswitch.net
288,www.apple.com
289,ajax.googleapis.com
290,s.amazon-adsystem.com
291,msftncsi.com
292,play-fe.googleapis.com
293,o.lencr.org
294,adobe.com
295,mask.icloud.com
296,proxy.safebrowsing.apple
297,moatads.com
298,firebaselogging-pa.googleapis.com
299,nleditor.osi.office.net
300,mzstatic.com
301,c.amazon-adsystem.com
302,googleads4.g.doubleclick.net
303,drive.google.com
304,asyncgw.teams.microsoft.com
305,adobe.io
306,i.instagram.com
307,gateway.facebook.com
308,fcmconnection.googleapis.com
309,r3.o.lencr.org
310,licdn.com
311,static.doubleclick.net
312,inappcheck.itunes.apple.com
313,beacons2.gvt2.com
314,contacts.google.com
315,youtubei.googleapis.com
316,secure.netflix.com
317,metrics.icloud.com
318,apple.news
319,cdn-apple.com
320,c.apple.news
321,trafficmanager.net
322,js-agent.newrelic.com
323,acdc-direct.office.com
324,bluekai.com
325,us-v20.events.data.microsoft.com
326,beacons3.gvt2.com
327,pixel.rubiconproject.com
328,idsync.rlcdn.com
329,cloudapp.azure.com
330,lh6.googleusercontent.com
331,beacons4.gvt2.com
332,agkn.com
333,m.google.com
334,tools.google.com
335,lh4.googleusercontent.com
336,star.c10r.facebook.com
337,init.ess.apple.com
338,img-s-msn-com.akamaized.net
339,quantserve.com
340,nam.loki.delve.office.com
341,tapad.com
342,taboola.com
343,asm.skype.com
344,everesttech.net
345,autodiscover-s.outlook.com
346,ocsp2-lb.apple.com.akadns.net
347,media.net
348,ampproject.org
349,match.adsrvr.org
350,cdn.ampproject.org
351,eb2.3lift.com
352,teams.cdn.office.net
353,statics.teams.cdn.office.net
354,chromereporting-pa.googleapis.com
355,dns.msftncsi.com
356,ads.linkedin.com
357,res.cdn.office.net
358,gateway.instagram.com
359,mathtag.com
360,dataservice.protection.outlook.com
361,v.aaplimg.com
362,smartadserver.com
363,maps.googleapis.com
364,dscx.akamaiedge.net
365,adsafeprotected.com
366,bat.bing.com
367,geo.prod.do.dsp.mp.microsoft.com
368,atm-fp-direct.office.com
369,px.ads.linkedin.com
370,jsdelivr.net
371,gspe79-ssl.ls.apple.com
372,spotify.com
373,ntp.org
374,pool.ntp.org
375,cdn.jsdelivr.net
376,espresso-pa.clients6.google.com
377,storage.googleapis.com
378,licensing.mp.microsoft.com
379,analytics.google.com
380,sfx.ms
381,doubleverify.com
382,us-prod.asyncgw.teams.microsoft.com
383,kt-prod.ess.apple.com
384,oneclient.sfx.ms
385,play.itunes.apple.com
386,oauthaccountmanager.googleapis.com
387,init-p01md.apple.com
388,ybp.yahoo.com
389,nflxso.net
390,cookielaw.org
391,cdn.cookielaw.org
392,1.nflxso.net
393,typekit.net
394,gmail.com
395,wd.microsoft.com
396,play-lh.googleusercontent.com
397,gum.criteo.com
398,api.smoot.apple.com
399,appsflyer.com
400,sharethrough.com
401,sectigo.com
402,cp.wd.microsoft.com
403,z.moatads.com
404,crwdcntrl.net
405,res-1.cdn.office.net
406,slscr.update.microsoft.com
407,configuration.apple.com
408,e10499.dsce9.akamaiedge.net
409,gspe35-ssl.ls.apple.com
410,us-u.openx.net
411,userstore.skype.com
412,api.userstore.skype.com
413,imasdk.googleapis.com
414,use.typekit.net
415,us-west-2.amazonaws.com
416,clients1.google.com
417,ow1.res.office365.com
418,nel.cloudflare.com
419,a.nel.cloudflare.com
420,cdn.doubleverify.com
421,g.live.com
422,pixel.tapad.com
423,cdninstagram.com
424,ssum-sec.casalemedia.com
425,akamaihd.net
426,www.amazon.com
427,suite.office.com
428,webshell.suite.office.com
429,augloop.office.com
430,config.office.net
431,clients.config.office.net
432,tiktokv.com
433,criteo.net
434,lijit.com
435,secure.adnxs.com
436,dotomi.com
437,hbopenbid.pubmatic.com
438,pr-bh.ybp.yahoo.com
439,crashlytics.com
440,nelreports.net
441,token.safebrowsing.apple
442,aa.agkn.com
443,ingest.sentry.io
444,fastlane.rubiconproject.com
445,pubads.g.doubleclick.net
446,edgesuite.net
447,gsp64-ssl.ls.apple.com
448,us-east-1.elb.amazonaws.com
449,outbrain.com
450,ads.pubmatic.com
451,us-api.asm.skype.com
452,bidr.io
453,ha.office365.com
454,outlook.ha.office365.com
455,scontent.xx.fbcdn.net
456,yimg.com
457,prod.bidr.io
458,1rx.io
459,notifications-pa.googleapis.com
460,s.yimg.com
461,adsymptotic.com
462,p.adsymptotic.com
463,sync.mathtag.com
464,content.office.net
465,people-pa.clients6.google.com
466,waconatm.officeapps.live.com
467,entrust.net
468,support.content.office.net
469,mesu-cdn.origin-apple.com.akadns.net
470,virtualearth.net
471,pinterest.com
472,waconafd.officeapps.live.com
473,g.whatsapp.net
474,px.moatads.com
475,adform.net
